TempCli,renda,tot_emprestimo_liquidado,tot_emprestimo_ativo,carteira,tot_parcela_ativa_em_dia,tot_parcela_ativa_atrasada,tot_parcela_pago_em_dia,atraso_min,atraso_mid,atraso_max,class
93,600000.00,2,0,0.0000000,0,0,6,0,0,0,Bom
54,36000.00,0,2,0.0000000,0,37,11,7,0,1,Ruim
54,36000.00,8,0,0.0000000,0,0,22,0,0,0,Bom
83,44210.00,1,1,1567.4800000,10,0,40,22,0,0,Bom
79,0.01,3,0,0.0000000,0,0,2,29,1,0,Bom
58,1405501.05,6,1,26045.6400000,1,0,52,18,0,0,Bom
81,0.01,1,0,0.0000000,0,0,19,5,0,0,Bom
76,20000.00,1,0,0.0000000,0,0,1,1,0,0,Bom
51,15000.00,4,0,0.0000000,0,0,0,4,0,0,Bom
79,151000.00,18,2,86481.3900000,42,0,83,117,1,0,Bom
72,0.01,2,0,0.0000000,0,0,4,9,0,0,Bom
19,99999.00,1,0,0.0000000,0,0,15,0,0,0,Bom
72,60000.00,1,0,0.0000000,0,1,5,3,0,2,Ruim
72,60000.00,1,0,0.0000000,0,0,1,1,0,0,Bom
69,704261.13,3,1,31986.7000000,1,0,1,2,0,0,Bom
49,12000.00,1,0,0.0000000,0,0,0,1,0,0,Bom
60,34000.00,1,0,0.0000000,0,0,1,0,0,0,Bom
48,60000.00,8,0,0.0000000,6,6,1,33,2,4,Bom
55,60000.00,2,0,0.0000000,0,0,18,20,0,0,Bom
35,255263.25,1,2,2951.1300000,4,0,14,14,2,5,Bom
35,15000.00,1,1,2479.6500000,12,0,6,1,0,0,Bom
51,0.01,1,0,0.0000000,0,0,0,1,0,0,Bom
17,60000.00,0,1,6618.8800000,20,0,1,15,0,0,Bom
36,16800.00,1,0,0.0000000,0,0,24,0,0,0,Bom
33,365000.00,0,1,48006.7000000,5,0,16,3,0,0,Bom
14,52800.00,0,1,8903.7500000,38,0,9,1,0,0,Bom
34,439158.82,24,2,8546.4100000,2,0,2,104,0,0,Bom
7,1327818.25,0,1,285459.1000000,1,0,0,0,0,0,Bom
37,25000.00,1,0,0.0000000,0,0,0,1,0,0,Bom
16,55000.00,0,1,8559.3900000,21,2,3,7,2,3,Bom
11,168646.00,0,2,37481.9300000,55,3,6,11,0,0,Bom
8,30000.00,0,1,8855.1500000,29,1,3,4,0,0,Bom
7,1741406.31,0,2,78004.3300000,24,1,0,1,0,0,Bom
75,10000.00,1,0,0.0000000,0,0,0,2,0,0,Bom
36,157463.46,2,0,0.0000000,0,1,0,5,0,0,Bom
106,1937573.86,59,1,58745.9400000,20,0,438,95,2,4,Bom
176,0.01,5,0,0.0000000,0,0,6,3,0,0,Bom
5,879689.30,0,2,54162.5100000,1,0,1,5,0,0,Bom
51,12000.00,0,1,0.0000000,0,1,0,0,0,0,Ruim
106,129363.20,1,0,0.0000000,0,0,2,0,0,0,Bom
